ROADMAP_UNAVAILABLE,Roadmap file could not be loaded.,No se pudo cargar la hoja de ruta.,Não foi possível carregar o roteiro.,Impossible de charger la feuille de route.,,,
UI_CREDITS,Credits,Créditos,Créditos,Crédits,,,
UI_DISCORD,Discord,Discord,Discord,Discord,,,
CREDITS_TITLE,Credits,Créditos,Créditos,Crédits,,,
CREDITS_UNAVAILABLE,Credits file could not be loaded.,No se pudo cargar el archivo de créditos.,Não foi possível carregar o ficheiro de créditos.,Impossible de charger le fichier des crédits.,,,
UI_LICENSE,License,Licencia,Licença,Licence,,,
LICENSE_TITLE,License,Licencia,Licença,Licence,,,
LICENSE_UNAVAILABLE,License file could not be loaded.,No se pudo cargar el archivo de licencia.,Não foi possível carregar o ficheiro de licença.,Impossible de charger le fichier de licence.,,,
VERSION_UNAVAILABLE,V ?,V ?,V ?,V ?,,,
UI_AUDIT,Mechanics Audit,Auditoría de mecánicas,Auditoria de mecânicas,Audit des mécaniques,,,
AUDIT_TITLE,Mechanics Audit,Auditoría de mecánicas,Auditoria de mecânicas,Audit des mécaniques,,,
AUDIT_UNAVAILABLE,Mechanics audit file could not be loaded.,No se pudo cargar el archivo de auditoría de mecánicas.,Não foi possível carregar o ficheiro de auditoria de mecânicas.,Impossible de charger le fichier d'audit des mécaniques.,,,
UI_ERROR,Error,Error,Erro,Erreur,,,
UI_NEXT,Next,Siguiente,Próximo,Suivant,,,
UI_FINISH,Finish,Finalizar,Concluir,Terminer,,,
UI_CONFIRM_EXIT_TITLE,Confirm Exit,Confirmar Salida,Confirmar Saída,Confirmer la sortie,,,
UI_CONFIRM_EXIT_MSG,You have unsaved progress! Are you sure you want to exit?,¡Tienes progreso sin guardar! ¿Estás seguro de que quieres salir?,Você tem progresso não salvo! Tem certeza de que deseja sair?,Progression non enregistrée ! Quitter quand même ?,,,
PANEL_ALERTS,Alerts,Alertas,Alertas,Alertes,,,
PANEL_NO_ALERTS,No alerts,Sin alertas,Sem alertas,Aucune alerte,,,
PANEL_MUSIC,Music,Música,Música,Musique,,,
PANEL_MINIMAP,Minimap,Minimapa,Minimapa,Minicarte,,,
PANEL_NO_MUSIC,No music,Sin música,Sem música,Pas de musique,,,
MUSIC_PLAY_TT,Play,Reproducir,Reproduzir,Lecture,,,
MUSIC_PAUSE_TT,Pause,Pausa,Pausa,Pause,,,
MUSIC_PREV_TT,Previous track,Pista anterior,Faixa anterior,Piste précédente,,,
MUSIC_NEXT_TT,Next track,Pista siguiente,Faixa seguinte,Piste suivante,,,
MUSIC_SHUFFLE_TT,Shuffle,Aleatorio,Aleatório,Aléatoire,,,
MUSIC_MUTE_TT,Mute music,Silenciar música,Silenciar música,Couper la musique,,,
MUSIC_UNMUTE_TT,Unmute music,Activar música,Ativar música,Réactiver la musique,,,
PANEL_TIME,Time,Tiempo,Tempo,Temps,,,
PANEL_WORLD,World,Mundo,Mundo,Monde,,,
PANEL_COLONY,Colony,Colonia,Colônia,Colonie,,,
PANEL_RESOURCES,Resources,Recursos,Recursos,Ressources,,,
PANEL_ANTS,Ants,Hormigas,Formigas,Fourmis,,,
PANEL_POPULATION,Population,Población,População,Population,,,
PANEL_STATS,Statistics,Estadísticas,Estatísticas,Statistiques,,,
PANEL_COLONY_STATS,Colony Stats,Estadísticas de Colonia,Estatísticas da Colônia,Stats de colonie,,,
PANEL_NO_COLONY,No Colony Detected,No se detectó colonia,Nenhuma colônia detectada,Aucune colonie détectée,,,
PANEL_TRADE,Trade,Comercio,Comércio,Commerce,,,
MENU_WORLD_MAP,World Map (M),Mapa Mundial (M),Mapa Mundial (M),Carte du monde (M),,,
MENU_STATS,Colony Statistics (X),Estadísticas de Colonia (X),Estatísticas da Colônia (X),Statistiques de colonie (X),,,
MENU_ROLES,Roles (Q-T),Gestionar Roles (Q/W/E/R/T),Gerenciar Funções (Q/W/E/R/T),Gérer les rôles (Q/W/E/R/T),,,
MENU_HATCH_RATES,Hatch Rates (P),Gestionar Tasas de Eclosión (P),Taxas de Eclosão (P),Taux d'éclosion (P),,,
MENU_RESEARCH,Research (Y),Investigación (Y),Pesquisa (Y),Recherche (Y),,,
MENU_BUILD,Build (U),Construcción (U),Construção (U),Construction (U),,,
MENU_ASSIMILATION,Assimilation (I),Asimilación (I),Assimilação (I),Assimilation (I),,,
MENU_SYNERGY,Synergies (O),Sinergias (O),Sinergias (O),Synergies (O),,,
MENU_ABILITIES,Abilities (C),Habilidades (C),Habilidades (C),Capacités (C),,,
MENU_GROUP_COLONY,Colony,Colonia,Colónia,Colonie,,,
MENU_GROUP_DYNASTY,Dynasty,Dinastía,Dinastia,Dynastie,,,
MENU_DYNASTY,Overview (A),Resumen (A),Visão geral (A),Aperçu (A),,,
MENU_TRADE,Trade Routes (S),Rutas Comerciales (S),Rotas Comerciais (S),Routes commerciales (S),,,
MENU_DIPLOMACY,Diplomacy (D),Diplomacia (D),Diplomacia (D),Diplomatie (D),,,
MENU_WARS,Wars (F),Guerras (F),Guerras (F),Guerres (F),,,
MENU_TOGGLE_VIEW,Toggle View (Z),Alternar Vista (Z),Alternar Vista (Z),Basculer la vue (Z),,,
COLONY_RANK,Colony Rank,Rango de Colonia,Rank da Colônia,Rang de colonie,,,
COLONY_TOTAL_RESOURCES,Total resources: %s,Recursos totales: %s,Recursos totais: %s,Ressources totales : %s,,,
COLONY_TOTAL_ANTS,Total ants: %s,Hormigas totales: %s,Formigas totais: %s,Fourmis totales : %s,,,
COLONY_QUEENS,Queens: %s / %s,Reinas: %s / %s,Rainhas: %s / %s,Reines : %s / %s,,,
COLONY_CONSUMPTION,Consumption: %s/day,Consumo: %s/día,Consumo: %s/dia,Consommation : %s/jour,,,
COLONY_MAX_FOOD_PROD,Max Food Prod: %s/day,Prod. Máx Alimento: %s/día,Prod. máx. de alimento: %s/dia,Prod. alimentaire max : %s/jour,,,
COLONY_NET_FOOD,Net Food: %s/day,Alimento Neto: %s/día,Saldo de alimento: %s/dia,Aliment net : %s/jour,,,
COLONY_LAYING_RATE,Laying Rate: %s/day,Tasa de Puesta: %s/día,Taxa de postura: %s/dia,Taux de ponte : %s/jour,,,
COLONY_NURSE_COVERAGE,Nurse Coverage: %s/%s,Cobertura de Niñeras: %s/%s,Cobertura de babás: %s/%s,Couverture nourrices : %s/%s,,,
COLONY_GRAVE_CLEANING,Grave Cleaning: %s/%s,Limpieza de Tumbas: %s/%s,Limpeza de túmulos: %s/%s,Nettoyage des tombes : %s/%s,,,
COLONY_PET_INSECTS,Pet insects: %s/%s,Insectos mascota: %s/%s,Insetos de estimação: %s/%s,Insectes de compagnie : %s/%s,,,
COLONY_PARASITIC_MITES,Mites: %s (%s slowed ants),Ácaros: %s (%s hormigas ralentizadas),Ácaros: %s (%s formigas lentas),Acariens : %s (%s fourmis ralenties),,,
COLONY_PARASITE_ANTS,Parasite ants: %s,Hormigas parásitas: %s,Formigas parasitas: %s,Fourmis parasites : %s,,,
COLONY_POLICING,Policing: %s,Vigilancia: %s,Vigilância: %s,Police : %s,,,
COLONY_DETECTION_RATE,Detection rate: ~%s/day,Tasa de detección: ~%s/día,Taxa de detecção: ~%s/dia,Taux de détection : ~%s/jour,,,
COLONY_RESEARCH,Research: %s,Investigación: %s,Pesquisa: %s,Recherche : %s,,,
COLONY_RESEARCH_RATE,Research Rate: %s/day,Tasa de Investigación: %s/día,Taxa de pesquisa: %s/dia,Taux de recherche : %s/jour,,,
COLONY_JUVENILE_ANTS,Juvenile Ants: %s,Hormigas Juveniles: %s,Formigas jovens: %s,Fourmis juvéniles : %s,,,
COLONY_ADULT_ANTS,Adult Ants: %s,Hormigas Adultas: %s,Formigas adultas: %s,Fourmis adultes : %s,,,
COLONY_MILITARY_POWER,Military Power: %s,Poder militar: %s,Poder militar: %s,Puissance militaire : %s,,,
COLONY_MILITARY_POWER_AT_WAR,"Military Power: %1$s (Active: %2$s, Reserve: %3$s)","Poder militar: %1$s (Activo: %2$s, Reserva: %3$s)","Poder militar: %1$s (Ativo: %2$s, Reserva: %3$s)","Puissance militaire : %1$s (Active : %2$s, Réserve : %3$s)",,,
TOOLTIP_PET_INSECTS,Pet insects: aphids use rancher capacity; mites and dermestids share the catcher pool. Over-capacity pets escape the next day (Passive Aphid prevents aphid escapes). See Population (X) for species detail.,"Insectos mascota: los áfidos usan capacidad de pastoras; ácaros y derméstidos comparten el grupo de capturadoras. Si la capacidad baja, escapan al día siguiente (Áfidos pasivos evita fugas de áfidos). Consulta Población (X) para el detalle.","Insetos de estimação: pulgões usam capacidade de pastoras; ácaros e dermestídeos partilham o grupo de capturadoras. Se a capacidade cair, fogem no dia seguinte (Fazenda passiva impede fuga de pulgões). Veja População (X) para o detalhe.","Insectes de compagnie : les pucerons utilisent la capacité des éleveuses ; acariens et dermestes partagent le pool des capturantes. Si la capacité baisse, ils s'échappent le lendemain (Élevage passif empêche la fuite des pucerons). Voir Population (X) pour le détail.",,,
TOOLTIP_RESOURCE_SOURCE_FMT,%s (%s): %s remaining,%s (%s): %s restantes,%s (%s): %s restantes,%s (%s) : %s restants,,,
TOOLTIP_PARASITIC_MITES,Microscopic mites on your ants. Every 10 mites slow one ant to half speed. Spread monthly when stored resources are high.,Ácaros microscópicos en tus hormigas. Cada 10 ácaros ralentizan una hormiga a la mitad. Se propagan mensualmente con muchos recursos almacenados.,"Ácaros microscópicos nas formigas. A cada 10 ácaros, uma formiga fica com metade da velocidade. Espalham-se mensalmente com muitos recursos armazenados.",Acariens microscopiques sur vos fourmis. Tous les 10 acariens ralentissent une fourmi de moitié. Propagation mensuelle quand les réserves sont élevées.,,,
TOOLTIP_PARASITE_ANTS,Parasite ants in colony,Hormigas parásitas en la colonia,Formigas parasitas na colônia,Fourmis parasites dans la colonie,,,
TOOLTIP_POLICING,Policing Efficiency,Eficiencia de Vigilancia,Eficiência de vigilância,Efficacité de la police,,,
TOOLTIP_RESEARCH_POINTS,Research Points,Puntos de Investigación,Pontos de pesquisa,Points de recherche,,,
DIALOG_UPGRADES_TITLE,Colony Upgrades,Mejoras de Colonia,Melhorias da Colônia,Améliorations de colonie,,,
TAB_RESEARCH,Research,Investigación,Pesquisa,Recherche,,,
TAB_CONSTRUCTION,Construction,Construcción,Construção,Construction,,,
TAB_ASSIMILATIONS,Assimilations,Asimilaciones,Assimilações,Assimilations,,,
TAB_SYNERGIES,Synergies,Sinergias,Sinergias,Synergies,,,
UPGRADE_RESEARCH_AVAILABLE,Available Research Points: %s,Puntos de Investigación Disponibles: %s,Pontos de pesquisa disponíveis: %s,Points de recherche disponibles : %s,,,
UPGRADE_NO_RESEARCH,  No new research available at this time.,No hay nuevas investigaciones disponibles en este momento.,Nenhuma pesquisa nova disponível no momento.,Aucune nouvelle recherche disponible pour le moment.,,,
UPGRADE_COST_RP,%s RP,%s PI,%s PP,%s PR,,,
UPGRADE_NOT_ENOUGH_RP,Not enough Research Points,No hay suficientes Puntos de Investigación,Pontos de pesquisa insuficientes,Pas assez de points de recherche,,,
UPGRADE_CLICK_FOR_DETAILS,click for details,clic para detalles,clique para detalhes,cliquer pour les détails,,,
UPGRADE_REQUIRES_FMT,Requires: %s,Requiere: %s,Requer: %s,Requiert : %s,,,
UPGRADE_REQUIRES_LIST_SEPARATOR,", ",", ",", ",", ",,,
UPGRADE_REQUIRES_TIER_ANTS_FMT,%s (%s ants),%s (%s hormigas),%s (%s formigas),%s (%s fourmis),,,
UPGRADE_REQUIRES_ASSIMILATION_FMT,%s assimilation,asimilación %s,assimilação %s,assimilation %s,,,
UPGRADE_REQUIRES_SYNERGY_FMT,%s synergy,sinergia %s,sinergia %s,synergie %s,,,
BUILD_NO_CONSTRUCTIONS,  No new constructions available at this time.,No hay nuevas construcciones disponibles en este momento.,Nenhuma construção nova disponível no momento.,Aucune nouvelle construction disponible pour le moment.,,,
BUILD_UNDER_CONSTRUCTION,Under Construction: %s,En Construcción: %s,Em construção: %s,En construction : %s,,,
BUILD_PROGRESS_HOURS,%s / %s Hours,%s / %s Horas,%s / %s horas,%s / %s heures,,,
BUILD_STATUS_BUILDERS,%s Builders,%s Constructoras,%s construtoras,%s ouvrières,,,
BUILD_STATUS_CRANES,%s Cranes,%s Grúas,%s guindastes,%s grues,,,
BUILD_STATUS_SPEED,%s (%s%% speed),%s (%s%% velocidad),%s (%s%% velocidade),%s (%s%% vitesse),,,
BUILD_REQUIREMENT_ERROR,You need at least 1 Builder or Crane assigned.,Necesitas al menos 1 Constructora o Grúa asignada.,É necessário pelo menos 1 construtora ou guindaste atribuído.,Il faut au moins 1 ouvrière ou 1 grue assignée.,,,
BUILD_MATERIAL_UNLOCK_ERROR,You haven't unlocked %s yet.,Todavía no has desbloqueado %s.,Ainda não desbloqueaste %s.,Vous n'avez pas encore débloqué %s.,,,
BUILD_RESOURCES_ERROR,Not enough resources.,No hay suficientes recursos.,Recursos insuficientes.,Ressources insuffisantes.,,,
BUILD_COST_FORMAT,<html>%s Minerals<br>%s Resin<br>%s Hours (base)</html>,<html>%s Minerales<br>%s Resina<br>%s Horas (base)</html>,<html>%s minerais<br>%s resina<br>%s horas (base)</html>,<html>%s minéraux<br>%s résine<br>%s heures (base)</html>,,,
ASSIMILATION_CURRENT,Current Assimilation: %s,Asimilación Actual: %s,Assimilação atual: %s,Assimilation actuelle : %s,,,
ASSIMILATION_NONE,None,Ninguna,Nenhuma,Aucune,,,
ASSIMILATION_NO_GENOMES,"  No genetic genomes available for assimilation. Complete Omni Assimilation first, then defeat other species to unlock their genomes.",No hay genomas disponibles para asimilación. Completa primero la Asimilación Omni; luego derrota otras especies para desbloquear sus genomas.,Nenhum genoma disponível para assimilação. Conclua primeiro a Assimilação Omni; depois derrote outras espécies para desbloquear os seus genomas.,"Aucun génome disponible pour l'assimilation. Terminez d'abord l'Assimilation Omni, puis battez d'autres espèces pour débloquer leurs génomes.",,,
ASSIMILATION_NO_PENDING_GENOMES,Currently there is no other species genomes to assimilate,Actualmente no hay genomas de otras especies para asimilar,Atualmente não há genomas de outras espécies para assimilar,Il n'y a actuellement aucun autre génome d'espèce à assimiler,,,
ASSIMILATION_TARGET,Target: %s,Objetivo: %s,Alvo: %s,Cible : %s,,,
ASSIMILATION_ACTIVE,Assimilating: %s,Asimilando: %s,Assimilando: %s,Assimilation : %s,,,
ASSIMILATION_PROGRESS,%s / %s ( %s%% ),%s / %s ( %s%% ),%s / %s ( %s%% ),%s / %s ( %s%% ),,,
ASSIMILATION_INFO,Assign Researchers to contribute to genetic assimilation.,Asigna Investigadoras para contribuir a la asimilación genética.,Atribua pesquisadoras para contribuir com a assimilação genética.,Assignez des chercheuses pour contribuer à l'assimilation génétique.,,,
ASSIMILATION_RP_PAUSE_NOTE,You won't generate RP while assimilating a genome.,No generarás PI mientras asimiles un genoma.,Não gerarás PI enquanto assimilares um genoma.,Vous ne générerez pas de PR pendant l'assimilation d'un génome.,,,
SYNERGY_COMING_SOON,Synergies - Coming Soon,Sinergias - Próximamente,Sinergias - em breve,Synergies - Bientôt,,,
SYNERGY_REQUIREMENTS_FMT,Combines: %s + %s,Combina: %s + %s,Combina: %s + %s,Combine : %s + %s,,,
SYNERGY_NONE_IN_PROGRESS,No synergies in progress. Assimilate genetic traits to discover combinations.,No hay sinergias en progreso. Asimila rasgos genéticos para descubrir combinaciones.,Nenhuma sinergia em progresso. Assimila traços genéticos para descobrir combinações.,Aucune synergie en cours. Assimilez des traits génétiques pour découvrir des combinaisons.,,,
SYNERGY_STATUS_ACTIVE,Active,Activa,Ativa,Active,,,
SYNERGY_STATUS_PARTIAL,In progress (%s/%s),En progreso (%s/%s),Em progresso (%s/%s),En cours (%s/%s),,,
SYNERGY_REQUIREMENT_SEPARATOR, + , + , + , + ,,,
SYNERGY_REQUIREMENT_MET_FMT,[x] %s,[x] %s,[x] %s,[x] %s,,,
SYNERGY_REQUIREMENT_MISSING_FMT,[ ] %s,[ ] %s,[ ] %s,[ ] %s,,,
TRIGGER_PROGRESS_NONE,"No trigger progress yet. Keep expanding, researching, and exploring to reveal goals.","Aún no hay progreso de disparadores. Sigue expandiendo, investigando y explorando para revelar objetivos.","Ainda sem progresso de disparadores. Continua a expandir, pesquisar e explorar para revelar objetivos.","Aucun progrès de déclencheur pour l'instant. Continuez à vous étendre, rechercher et explorer pour révéler des objectifs.",,,
TRIGGER_PROGRESS_SHOW_COMPLETED,Show completed,Mostrar completados,Mostrar concluídos,Afficher les terminés,,,
TRIGGER_PROGRESS_STATUS_UNLOCKED,Unlocked,Desbloqueado,Desbloqueado,Débloqué,,,
TRIGGER_PROGRESS_STATUS_PARTIAL,In progress (%s/%s),En progreso (%s/%s),Em progresso (%s/%s),En cours (%s/%s),,,
TRIGGER_PROGRESS_METRIC_FMT,%s: %s / %s,%s: %s / %s,%s: %s / %s,%s : %s / %s,,,
TRIGGER_PROGRESS_METRIC_MONTHS,Months elapsed,Meses transcurridos,Meses decorridos,Mois écoulés,,,
TRIGGER_PROGRESS_METRIC_CORPSES,Dead ants,Hormigas muertas,Formigas mortas,Fourmis mortes,,,
TRIGGER_PROGRESS_METRIC_RP,Research points,Puntos de investigación,Pontos de pesquisa,Points de recherche,,,
TRIGGER_PROGRESS_METRIC_POPULATION,Colony rank threshold,Umbral de rango de colonia,Limiar de posto da colónia,Seuil de rang de colonie,,,
TRIGGER_PROGRESS_METRIC_COLONIES,Colonies,Colonias,Colónias,Colonies,,,
TRIGGER_PROGRESS_METRIC_NUPTIALS,Nuptial flights,Vuelos nupciales,Voos nupciais,Essaims nuptiaux,,,
TRIGGER_PROGRESS_METRIC_TRADES,Active trades,Comercios activos,Comércios ativos,Commerces actifs,,,
TRIGGER_PROGRESS_METRIC_TUNNELS,Completed tunnels,Túneles completados,Túneis concluídos,Tunnels terminés,,,
TRIGGER_PROGRESS_METRIC_DIPLOMATS,Diplomats sent,Diplomáticas enviadas,Diplomatas enviados,Diplomates envoyés,,,
TRIGGER_PROGRESS_METRIC_ABSORBED,Absorbed dynasties,Dinastías absorbidas,Dinastias absorvidas,Dynasties absorbées,,,
TRIGGER_PROGRESS_METRIC_WARS,Wars participated,Guerras participadas,Guerras participadas,Guerres menées,,,
TRIGGER_PROGRESS_METRIC_RANK,Dynasty rank tier,Nivel de rango dinástico,Nível de posto dinástico,Niveau de rang dynastique,,,
TRIGGER_PROGRESS_METRIC_PLANTS,Mega-plant harvested,Mega-planta cosechada,Mega-planta colhida,Méga-plante récoltée,,,
TRIGGER_PROGRESS_METRIC_TIER3_BUILDINGS,Tier 3 buildings,Edificios de nivel 3,Edifícios de nível 3,Bâtiments de niveau 3,,,
TRIGGER_PROGRESS_METRIC_RESOURCES,Stored resources,Recursos almacenados,Recursos armazenados,Ressources stockées,,,
TRIGGER_PROGRESS_HINT_RESEARCHER,Survive into the second month to unlock researchers.,Sobrevive hasta el segundo mes para desbloquear investigadoras.,Sobrevive até ao segundo mês para desbloquear investigadoras.,Survivez jusqu'au deuxième mois pour débloquer les chercheuses.,,,
TRIGGER_PROGRESS_HINT_GRAVER,Accumulate corpses in the colony to unlock grave keepers.,Acumula cadáveres en la colonia para desbloquear sepultureras.,Acumula cadáveres na colónia para desbloquear coveiras.,Accumulez des cadavres dans la colonie pour débloquer les fossoyeuses.,,,
TRIGGER_PROGRESS_HINT_RESEARCH,Earn research points from researcher queens.,Gana puntos de investigación con reinas investigadoras.,Ganha pontos de pesquisa com rainhas investigadoras.,Gagnez des points de recherche avec des reines chercheuses.,,,
